  0.052000 -0.186978
  0.061333 -0.225825
  0.044000 -0.121472
  0.036000 -0.045670
  0.072000 -0.287140
  0.028000  0.060301
  0.082667 -0.332839
  0.004000  1.061501
  0.020000  0.178041
  0.093333 -0.371003
  0.012000  0.331919
  0.104000 -0.407543
  0.114667 -0.435132
  0.125333 -0.460736
  0.136000 -0.484395
  0.146666 -0.505815
  0.157334 -0.521180
  0.168000 -0.541581
  0.178667 -0.570066
  0.189333 -0.585998
  0.200000 -0.597507
  0.210666 -0.615783
  0.223429 -0.618613
  0.238285 -0.630620
  0.253142 -0.642077
  0.268000 -0.652868
  0.282857 -0.663791
  0.297714 -0.671529
  0.594858 -0.216609
  0.609714 -0.203731
  0.580000 -0.230830
  0.312572 -0.677969
  0.624572 -0.189870
  0.565143 -0.244205
  0.327429 -0.681398
  0.639428 -0.177390
  0.550285 -0.257769
  0.654286 -0.163639
  0.342286 -0.679477
  0.981143  0.209915
  0.535429 -0.271949
  0.669142 -0.151452
  0.966285  0.191919
  0.520571 -0.285362
  0.357143 -0.653746
  0.684000 -0.138176
  0.505715 -0.299466
  0.951429  0.161798
  0.372000 -0.527981
  0.698857 -0.125848
  0.490858 -0.313379
  0.936572  0.131362
  0.386858 -0.367717
  0.476000 -0.324547
  0.713715 -0.112706
  0.401714 -0.359447
  0.921714  0.109221
  0.461143 -0.339501
  0.416571 -0.385420
  0.446286 -0.348711
  0.728571 -0.099840
  0.431428 -0.360041
  0.906858  0.085514
  0.743429 -0.086374
  0.892000  0.066567
  0.758285 -0.073631
  0.877142  0.046856
  0.773143 -0.059910
  0.862286  0.029614
  0.788000 -0.046354
  0.847428  0.013066
  0.802858 -0.031932
  0.832572 -0.002456
  0.817714 -0.018142
